,id,follower,1_@EsteeLauder,2_@dermalogica,3_@Neutrogena,4_@cerave,5_@SkinCeuticals,n_brand_follower
577,868496120,1,0,1,0,0,0,1
578,442892321,1,0,1,0,0,0,1
579,83299867,1,0,1,0,0,0,1
580,234802473,1,0,1,0,0,0,1
581,313863251,1,0,1,0,0,0,1
582,150905680,1,0,1,0,0,0,1
583,191086081,1,0,1,0,0,0,1
584,67658338,1,0,1,0,0,0,1
585,14668648,1,0,1,0,0,0,1
586,19597937,1,0,1,0,0,0,1
587,77446833,1,0,1,0,0,0,1
588,417366772,1,0,1,0,0,0,1
589,2353901892,1,0,1,0,0,0,1
590,1445138454,1,0,1,0,0,0,1
591,1223129569,1,0,1,0,0,0,1
592,104956727,1,0,1,0,0,0,1
593,19940419,1,0,1,0,0,0,1
594,2372096533,1,0,1,0,0,0,1
595,397706029,1,0,1,0,0,0,1
596,27477621,1,0,1,0,0,0,1
597,196203863,1,0,1,0,0,0,1
598,2352726432,1,0,1,0,0,0,1
599,355616401,1,0,1,0,0,0,1
600,360091997,1,0,1,0,0,0,1
601,888052794,1,0,1,0,0,0,1
602,88970378,1,0,1,0,0,0,1
603,977774280,1,0,1,0,0,0,1
604,106238562,1,0,1,0,0,0,1
605,73216276,1,0,1,0,0,0,1
606,236571181,1,0,1,0,0,0,1
607,161910151,1,0,1,0,0,0,1
608,345718870,1,0,1,0,0,0,1
609,62889293,1,0,1,0,0,0,1
610,297097467,1,0,1,0,0,0,1
611,18682378,1,0,1,0,0,0,1
612,331815308,1,0,1,0,0,0,1
613,902397488,1,0,1,0,0,0,1
614,45034803,1,0,1,0,0,0,1
615,95436695,1,0,1,0,0,0,1
616,26877970,1,0,1,0,0,0,1
617,921484105,1,0,1,0,0,0,1
618,416723522,1,0,1,0,0,0,1
619,63170682,1,0,1,0,0,0,1
620,409387669,1,0,1,0,0,0,1
621,26475758,1,0,1,0,0,0,1
622,15986973,1,0,1,0,0,0,1
623,487177248,1,0,1,0,0,0,1
624,236022082,1,0,1,0,0,0,1
625,56347280,1,0,1,0,0,0,1
626,218702702,1,0,1,0,0,0,1
627,322118635,1,0,1,0,0,0,1
628,127034065,1,0,1,0,0,0,1
629,159066118,1,0,1,0,0,0,1
630,20697564,1,0,1,0,0,0,1
631,39478088,1,0,1,0,0,0,1
632,2319754532,1,0,1,0,0,0,1
633,215233095,1,0,1,0,0,0,1
634,99585457,1,0,1,0,0,0,1
635,25753768,1,0,1,0,0,0,1
636,838767702,1,0,1,0,0,0,1
637,860184476,1,0,1,0,0,0,1
638,117534188,1,0,1,0,0,0,1
639,1270983182,1,0,1,0,0,0,1
640,278547178,1,0,1,0,0,0,1
641,27306783,1,0,1,0,0,0,1
642,162117009,1,0,1,0,0,0,1
643,831214873,1,0,1,0,0,0,1
644,1539556968,1,0,1,0,0,0,1
645,178975036,1,0,1,0,0,0,1
646,90559841,1,0,1,0,0,0,1
647,114540064,1,0,1,0,0,0,1
648,41250081,1,0,1,0,0,0,1
649,460828941,1,0,1,0,0,0,1
650,73059980,1,0,1,0,0,0,1
651,1429615082,1,0,1,0,0,0,1
652,21637626,1,0,1,0,0,0,1
653,36819021,1,0,1,0,0,0,1
654,25581439,1,0,1,0,0,0,1
655,2325541024,1,0,1,0,0,0,1
656,16485790,1,0,1,0,0,0,1
657,284825136,1,0,1,0,0,0,1
658,328327188,1,0,1,0,0,0,1
659,375335520,1,0,1,0,0,0,1
660,482164506,1,0,1,0,0,0,1
661,70514215,1,0,1,0,0,0,1
662,2860433097,1,0,1,0,0,0,1
663,235290004,1,0,1,0,0,0,1
664,356089470,1,0,1,0,0,0,1
665,20327593,1,0,1,0,0,0,1
666,2467592239,1,0,1,0,0,0,1
667,208045361,1,0,1,0,0,0,1
668,427602476,1,0,1,0,0,0,1
669,19621110,1,0,1,0,0,0,1
670,414292990,1,0,1,0,0,0,1
671,119595756,1,0,1,0,0,0,1
672,16372920,1,0,1,0,0,0,1
673,462303213,1,0,1,0,0,0,1
674,2360939163,1,0,1,0,0,0,1
675,2275103288,1,0,1,0,0,0,1
676,1827747336,1,0,1,0,0,0,1
677,2385895560,1,0,1,0,0,0,1
678,1606348501,1,0,1,0,0,0,1
679,39916138,1,0,1,0,0,0,1
680,294352411,1,0,1,0,0,0,1
681,460591636,1,0,1,0,0,0,1
682,338843727,1,0,1,0,0,0,1
683,26896746,1,0,1,0,0,0,1
684,2735591,1,0,1,0,0,0,1
685,38258666,1,0,1,0,0,0,1
686,188402408,1,0,1,0,0,0,1
687,193930027,1,0,1,0,0,0,1
688,240779629,1,0,1,0,0,0,1
689,16831627,1,0,1,0,0,0,1
690,121440748,1,0,1,0,0,0,1
691,292527164,1,0,1,0,0,0,1
692,414900464,1,0,1,0,0,0,1
693,43876105,1,0,1,0,0,0,1
694,168941722,1,0,1,0,0,0,1
695,32976450,1,0,1,0,0,0,1
696,458857428,1,0,1,0,0,0,1
697,15725609,1,0,1,0,0,0,1
698,741502310,1,0,1,0,0,0,1
699,76066021,1,0,1,0,0,0,1
700,281362131,1,0,1,0,0,0,1
701,872356831,1,0,1,0,0,0,1
702,1245085543,1,0,1,0,0,0,1
703,167978361,1,0,1,0,0,0,1
704,473515989,1,0,1,0,0,0,1
705,20919319,1,0,1,0,0,0,1
706,42565005,1,0,1,0,0,0,1
707,68999404,1,0,1,0,0,0,1
708,16885839,1,0,1,0,0,0,1
709,18500863,1,0,1,0,0,0,1
710,22585612,1,0,1,0,0,0,1
711,22736223,1,0,1,0,0,0,1
712,23465218,1,0,1,0,0,0,1
713,25046420,1,0,1,0,0,0,1
714,25433435,1,0,1,0,0,0,1
715,26348991,1,0,1,0,0,0,1
716,46832898,1,0,1,0,0,0,1
717,85162679,1,0,1,0,0,0,1
718,96807390,1,0,1,0,0,0,1
719,156516240,1,0,1,0,0,0,1
720,166685041,1,0,1,0,0,0,1
721,184265964,1,0,1,0,0,0,1
722,209431683,1,0,1,0,0,0,1
723,226437656,1,0,1,0,0,0,1
724,228605295,1,0,1,0,0,0,1
725,270939066,1,0,1,0,0,0,1
726,18056956,1,0,1,0,0,0,1
727,32049225,1,0,1,0,0,0,1
728,77908802,1,0,1,0,0,0,1
729,198270108,1,0,1,0,0,0,1
730,2735750371,1,0,1,0,0,0,1
731,98941731,1,0,1,0,0,0,1
732,165875135,1,0,1,0,0,0,1
733,158619022,1,0,1,0,0,0,1
734,44459715,1,0,1,0,0,0,1
735,40521591,1,0,1,0,0,0,1
736,385588406,1,0,1,0,0,0,1
737,24072539,1,0,1,0,0,0,1
738,253181329,1,0,1,0,0,0,1
739,203757670,1,0,1,0,0,0,1
740,15793803,1,0,1,0,0,0,1
741,368861198,1,0,1,0,0,0,1
742,243923037,1,0,1,0,0,0,1
743,266025151,1,0,1,0,0,0,1
744,271451728,1,0,1,0,0,0,1
745,280691204,1,0,1,0,0,0,1
746,162065727,1,0,1,0,0,0,1
747,1080483031,1,0,1,0,0,0,1
748,157191601,1,0,1,0,0,0,1
749,44150176,1,0,1,0,0,0,1
750,1589024544,1,0,1,0,0,0,1
751,15888142,1,0,1,0,0,0,1
752,17625560,1,0,1,0,0,0,1
753,245040253,1,0,1,0,0,0,1
754,20386541,1,0,1,0,0,0,1
755,344201134,1,0,1,0,0,0,1
756,59048820,1,0,1,0,0,0,1
757,319516767,1,0,1,0,0,0,1
758,16345202,1,0,1,0,0,0,1
759,34258758,1,0,1,0,0,0,1
760,525036883,1,0,1,0,0,0,1
761,1729592456,1,0,1,0,0,0,1
762,10026,1,0,1,0,0,0,1
763,198083650,1,0,1,0,0,0,1
764,48419177,1,0,1,0,0,0,1
765,35508577,1,0,1,0,0,0,1
766,3130401,1,0,1,0,0,0,1
767,512446262,1,0,1,0,0,0,1
768,244281877,1,0,1,0,0,0,1
769,19272960,1,0,1,0,0,0,1
770,187203550,1,0,1,0,0,0,1
771,152796689,1,0,1,0,0,0,1
772,568560611,1,0,1,0,0,0,1
773,821857015,1,0,1,0,0,0,1
774,629934678,1,0,1,0,0,0,1
775,9877422,1,0,1,0,0,0,1
776,14948778,1,0,1,0,0,0,1
777,18823090,1,0,1,0,0,0,1
778,25792679,1,0,1,0,0,0,1
779,20107048,1,0,1,0,0,0,1
780,138757720,1,0,1,0,0,0,1
781,149455862,1,0,1,0,0,0,1
782,69096213,1,0,1,0,0,0,1
783,252279787,1,0,1,0,0,0,1
784,305960727,1,0,1,0,0,0,1
785,331448152,1,0,1,0,0,0,1
786,184936820,1,0,1,0,0,0,1
787,1337541883,1,0,1,0,0,0,1
788,25036856,1,0,1,0,0,0,1
789,369238299,1,0,1,0,0,0,1
790,78622751,1,0,1,0,0,0,1
791,540998501,1,0,1,0,0,0,1
792,119772680,1,0,1,0,0,0,1
793,23041692,1,0,1,0,0,0,1
794,359434404,1,0,1,0,0,0,1
795,788430906,1,0,1,0,0,0,1
796,21927087,1,0,1,0,0,0,1
797,1301369346,1,0,1,0,0,0,1
798,20786515,1,0,1,0,0,0,1
799,60349138,1,0,1,0,0,0,1
800,788014981,1,0,1,0,0,0,1
801,256724692,1,0,1,0,0,0,1
802,197121022,1,0,1,0,0,0,1
803,32442115,1,0,1,0,0,0,1
804,350874344,1,0,1,0,0,0,1
805,147690193,1,0,1,0,0,0,1
806,272653506,1,0,1,0,0,0,1
807,119969355,1,0,1,0,0,0,1
808,146067222,1,0,1,0,0,0,1
809,183760110,1,0,1,0,0,0,1
810,122148953,1,0,1,0,0,0,1
811,67028445,1,0,1,0,0,0,1
812,276667512,1,0,1,0,0,0,1
813,607840139,1,0,1,0,0,0,1
814,593265996,1,0,1,0,0,0,1
815,337048974,1,0,1,0,0,0,1
816,101304777,1,0,1,0,0,0,1
817,1345382971,1,0,1,0,0,0,1
818,186712595,1,0,1,0,0,0,1
819,215747935,1,0,1,0,0,0,1
820,40539326,1,0,1,0,0,0,1
821,194986720,1,0,1,0,0,0,1
822,2546726233,1,0,1,0,0,0,1
823,22823953,1,0,1,0,0,0,1
824,30899515,1,0,1,0,0,0,1
825,342931381,1,0,1,0,0,0,1
826,27073309,1,0,1,0,0,0,1
827,317244516,1,0,1,0,0,0,1
828,245990678,1,0,1,0,0,0,1
829,139501923,1,0,1,0,0,0,1
830,229926432,1,0,1,0,0,0,1
831,40382529,1,0,1,0,0,0,1
832,759251,1,0,1,0,0,0,1
833,17502009,1,0,1,0,0,0,1
834,105160416,1,0,1,0,0,0,1
835,24955554,1,0,1,0,0,0,1
836,26257094,1,0,1,0,0,0,1
837,91187806,1,0,1,0,0,0,1
838,213774434,1,0,1,0,0,0,1
839,289512385,1,0,1,0,0,0,1
840,24703488,1,0,1,0,0,0,1
841,25717243,1,0,1,0,0,0,1
842,47264317,1,0,1,0,0,0,1
843,321970500,1,0,1,0,0,0,1
844,348474838,1,0,1,0,0,0,1
845,21075246,1,0,1,0,0,0,1
846,22672822,1,0,1,0,0,0,1
847,160982380,1,0,1,0,0,0,1
848,254509336,1,0,1,0,0,0,1
849,222645578,1,0,1,0,0,0,1
850,28874408,1,0,1,0,0,0,1
851,61734187,1,0,1,0,0,0,1
852,15377217,1,0,1,0,0,0,1
853,196092947,1,0,1,0,0,0,1
854,277759358,1,0,1,0,0,0,1
855,118544826,1,0,1,0,0,0,1
856,95431448,1,0,1,0,0,0,1
857,66580925,1,0,1,0,0,0,1
858,2730074561,1,0,1,0,0,0,1
859,37517769,1,0,1,0,0,0,1
860,286931949,1,0,1,0,0,0,1
861,313724897,1,0,1,0,0,0,1
862,181630503,1,0,1,0,0,0,1
863,61664470,1,0,1,0,0,0,1
864,32508937,1,0,1,0,0,0,1
865,341965139,1,0,1,0,0,0,1
866,52600931,1,0,1,0,0,0,1
867,1576677768,1,0,1,0,0,0,1
868,570232639,1,0,1,0,0,0,1
869,88250003,1,0,1,0,0,0,1
870,28201619,1,0,1,0,0,0,1
871,976354994,1,0,1,0,0,0,1
872,23236220,1,0,1,0,0,0,1
873,45979528,1,0,1,0,0,0,1
874,41083577,1,0,1,0,0,0,1
875,17474749,1,0,1,0,0,0,1
876,38570504,1,0,0,1,0,0,1
877,169799297,1,0,0,1,0,0,1
878,571138656,1,0,0,1,0,0,1
879,86560934,1,0,0,1,0,0,1
880,1604767680,1,0,0,1,0,0,1
881,55072675,1,0,0,1,0,0,1
882,21937199,1,0,0,1,0,0,1
883,105554538,1,0,0,1,0,0,1
884,1618826821,1,0,0,1,0,0,1
885,52272469,1,0,0,1,0,0,1
886,382332191,1,0,1,0,0,0,1
887,711819770,1,0,0,1,0,0,1
888,1578440934,1,0,0,1,0,0,1
889,34176258,1,0,0,1,0,0,1
890,209578397,1,0,0,1,0,0,1
891,236531159,1,0,0,1,0,0,1
892,81721187,1,0,0,1,0,0,1
893,123749190,1,0,0,1,0,0,1
894,2368091524,1,0,0,1,0,0,1
895,1918841366,1,0,0,1,0,0,1
896,2745236070,1,0,0,1,0,0,1
897,55043070,1,0,0,1,0,0,1
898,147869906,1,0,0,1,0,0,1
899,1015811881,1,0,0,1,0,0,1
900,850417728,1,0,0,1,0,0,1
901,478103012,1,0,0,1,0,0,1
902,2180772762,1,0,0,1,0,0,1
903,432179486,1,0,0,1,0,0,1
904,423826576,1,0,0,1,0,0,1
905,1086425292,1,0,0,1,0,0,1
906,1009367695,1,0,0,1,0,0,1
907,162195593,1,0,0,1,0,0,1
908,191563361,1,0,0,1,0,0,1
909,25651792,1,0,0,1,0,0,1
910,25058799,1,0,0,1,0,0,1
911,323866227,1,0,0,1,0,0,1
912,587104234,1,0,0,1,0,0,1
913,1921935475,1,0,0,1,0,0,1
914,1173359425,1,0,0,1,0,0,1
915,1538736091,1,0,0,1,0,0,1
916,24841101,1,0,0,1,0,0,1
917,62894829,1,0,0,1,0,0,1
918,207528533,1,0,0,1,0,0,1
919,156779155,1,0,0,1,0,0,1
920,20190311,1,0,0,1,0,0,1
921,893918228,1,0,0,1,0,0,1
922,41221076,1,0,0,1,0,0,1
923,122188014,1,0,0,1,0,0,1
924,2165740932,1,0,0,1,0,0,1
925,719437585,1,0,0,1,0,0,1
926,26531249,1,0,0,1,0,0,1
927,415235066,1,0,0,1,0,0,1
928,236522594,1,0,0,1,0,0,1
929,123723825,1,0,0,1,0,0,1
930,69492831,1,0,0,1,0,0,1
931,25324444,1,0,0,1,0,0,1
932,5319702,1,0,0,1,0,0,1
933,124584353,1,0,0,1,0,0,1
934,238810070,1,0,0,1,0,0,1
935,351882943,1,0,0,1,0,0,1
936,24759843,1,0,0,1,0,0,1
937,25460618,1,0,0,1,0,0,1
938,27558050,1,0,0,1,0,0,1
939,112236047,1,0,0,1,0,0,1
940,1321147820,1,0,0,1,0,0,1
941,458049033,1,0,0,1,0,0,1
942,435149656,1,0,0,1,0,0,1
943,19926084,1,0,0,1,0,0,1
944,44300484,1,0,0,1,0,0,1
945,54024146,1,0,0,1,0,0,1
946,1344941072,1,0,0,1,0,0,1
947,2359745871,1,0,0,1,0,0,1
948,104879291,1,0,0,1,0,0,1
949,92121533,1,0,0,1,0,0,1
950,2914536730,1,0,0,1,0,0,1
951,145794897,1,0,0,1,0,0,1
952,36199077,1,0,0,1,0,0,1
953,5695632,1,0,0,1,0,0,1
954,21330495,1,0,0,1,0,0,1
955,75296198,1,0,0,1,0,0,1
956,1523083159,1,0,0,1,0,0,1
957,159950297,1,0,0,1,0,0,1
958,30916495,1,0,0,1,0,0,1
959,939847994,1,0,0,1,0,0,1
960,319296746,1,0,0,1,0,0,1
961,83770881,1,0,1,0,0,0,1
962,30878083,1,0,1,0,0,0,1
963,121257012,1,0,1,0,0,0,1
964,30404264,1,0,1,0,0,0,1
965,32939851,1,0,1,0,0,0,1
966,68838777,1,0,1,0,0,0,1
967,92367751,1,0,1,0,0,0,1
968,32985158,1,0,1,0,0,0,1
969,44473103,1,0,1,0,0,0,1
970,90420314,1,0,1,0,0,0,1
971,87595338,1,0,1,0,0,0,1
972,19058681,1,0,1,0,0,0,1
973,135381307,1,0,1,0,0,0,1
974,16725189,1,0,1,0,0,0,1
975,18766019,1,0,1,0,0,0,1
976,20403910,1,0,1,0,0,0,1
977,6450322,1,0,1,0,0,0,1
978,30723561,1,0,1,0,0,0,1
979,33715387,1,0,1,0,0,0,1
980,13220962,1,0,1,0,0,0,1
981,125485136,1,0,1,0,0,0,1
982,14508983,1,0,1,0,0,0,1
983,102530547,1,0,1,0,0,0,1
984,18700629,1,0,1,0,0,0,1
985,73468685,1,0,1,0,0,0,1
986,29730065,1,0,1,0,0,0,1
987,47705326,1,0,1,0,0,0,1
988,37745844,1,0,1,0,0,0,1
989,16402507,1,0,1,0,0,0,1
990,17874544,1,0,1,0,0,0,1
991,38266343,1,0,1,0,0,0,1
992,32669445,1,0,1,0,0,0,1
993,30152160,1,0,1,0,0,0,1
994,72397365,1,0,1,0,0,0,1
995,21381547,1,0,1,0,0,0,1
996,52146523,1,0,1,0,0,0,1
997,56471970,1,0,1,0,0,0,1
998,32455544,1,0,1,0,0,0,1
999,21715659,1,0,1,0,0,0,1
1000,16192147,1,0,1,0,0,0,1
1001,66760289,1,0,1,0,0,0,1
1002,181288303,1,0,0,1,0,0,1
1003,23564532,1,0,0,1,0,0,1
1004,559101962,1,0,0,1,0,0,1
1005,2967079296,1,0,0,1,0,0,1
1006,494748564,1,0,0,1,0,0,1
1007,200556557,1,0,0,1,0,0,1
1008,2941032153,1,0,0,1,0,0,1
1009,357745717,1,0,0,1,0,0,1
1010,3102076189,1,0,0,1,0,0,1
1011,474603684,1,0,0,1,0,0,1
1012,173317108,1,0,0,1,0,0,1
1013,522206371,1,0,0,1,0,0,1
1014,23328853,1,0,0,1,0,0,1
1015,3051609886,1,0,0,1,0,0,1
1016,92670884,1,0,0,1,0,0,1
1017,395222224,1,0,0,1,0,0,1
1018,89086285,1,0,0,1,0,0,1
1019,19037057,1,0,0,1,0,0,1
1020,2437573549,1,0,0,1,0,0,1
1021,242041864,1,0,0,1,0,0,1
1022,83288630,1,0,0,1,0,0,1
1023,17398896,1,0,1,0,0,0,1
1024,163530567,1,0,0,1,0,0,1
1025,24995122,1,0,1,0,0,0,1
1026,49275788,1,0,1,0,0,0,1
1027,17447847,1,0,1,0,0,0,1
1028,7338652,1,0,1,0,0,0,1
1029,26035198,1,0,1,0,0,0,1
1030,14859913,1,0,1,0,0,0,1
1031,25199963,1,0,1,0,0,0,1
1032,19362341,1,0,1,0,0,0,1
1033,117220073,1,0,1,0,0,0,1
1034,15170087,1,0,1,0,0,0,1
1035,29912413,1,0,1,0,0,0,1
1036,20785116,1,0,1,0,0,0,1
1037,72843794,1,0,1,0,0,0,1
1038,80395488,1,0,1,0,0,0,1
1039,56223984,1,0,0,1,0,0,1
1040,20827334,1,0,0,1,0,0,1
1041,45266558,1,0,0,1,0,0,1
1042,111726083,1,0,0,1,0,0,1
1043,1381035560,1,0,0,1,0,0,1
1044,337827426,1,0,0,1,0,0,1
1045,104960703,1,0,0,1,0,0,1
1046,1155689569,1,0,0,1,0,0,1
1047,227153555,1,0,0,1,0,0,1
1048,31591353,1,0,0,1,0,0,1
1049,124002304,1,0,0,1,0,0,1
1050,20182972,1,0,0,1,0,0,1
1051,252898579,1,0,0,1,0,0,1
1052,32811895,1,0,0,1,0,0,1
1053,105597862,1,0,0,1,0,0,1
1054,216475070,1,0,0,1,0,0,1
1055,67237558,1,0,0,1,0,0,1
1056,526521929,1,0,0,1,0,0,1
1057,191583385,1,0,0,1,0,0,1
1058,236491356,1,0,0,1,0,0,1
1059,31480592,1,0,0,1,0,0,1
1060,89685397,1,0,0,1,0,0,1
1061,26757599,1,0,0,1,0,0,1
1062,1148880840,1,0,0,1,0,0,1
1063,792120068,1,0,0,1,0,0,1
1064,93802257,1,0,0,1,0,0,1
1065,464198460,1,0,0,1,0,0,1
1066,117229109,1,0,0,1,0,0,1
1067,23986837,1,0,0,1,0,0,1
1068,206842930,1,0,0,1,0,0,1
1069,275628283,1,0,0,1,0,0,1
1070,51595061,1,0,0,1,0,0,1
1071,158028837,1,0,0,1,0,0,1
1072,265651764,1,0,0,1,0,0,1
1073,404964589,1,0,0,1,0,0,1
1074,135621337,1,0,0,1,0,0,1
1075,20573752,1,0,0,1,0,0,1
1076,394068000,1,0,0,1,0,0,1
1077,242846323,1,0,0,1,0,0,1
1078,284504176,1,0,0,1,0,0,1
1079,1465178874,1,0,0,1,0,0,1
1080,41596905,1,0,0,1,0,0,1
1081,14701580,1,0,0,1,0,0,1
1082,361384805,1,0,0,1,0,0,1
1083,180663466,1,0,0,1,0,0,1
1084,540053944,1,0,0,1,0,0,1
1085,578165863,1,0,0,1,0,0,1
1086,63728342,1,0,0,1,0,0,1
1087,36408305,1,0,0,1,0,0,1
1088,18201114,1,0,0,1,0,0,1
1089,102508723,1,0,0,1,0,0,1
1090,7745002,1,0,0,1,0,0,1
1091,32432308,1,0,0,1,0,0,1
1092,847922100,1,0,0,1,0,0,1
1093,27677483,1,0,0,1,0,0,1
1094,39008044,1,0,0,1,0,0,1
1095,13049362,1,0,0,1,0,0,1
1096,14921141,1,0,0,1,0,0,1
1097,141666777,1,0,0,1,0,0,1
1098,256881576,1,0,0,1,0,0,1
1099,85633543,1,0,0,1,0,0,1
1100,340635228,1,0,0,1,0,0,1
1101,48177728,1,0,0,1,0,0,1
1102,460485003,1,0,0,1,0,0,1
1103,205302299,1,0,0,1,0,0,1
1104,27678749,1,0,0,1,0,0,1
1105,19916163,1,0,0,1,0,0,1
1106,14683599,1,0,0,1,0,0,1
1107,142665383,1,0,0,1,0,0,1
1108,26131483,1,0,0,1,0,0,1
1109,137126993,1,0,0,1,0,0,1
1110,29903518,1,0,0,1,0,0,1
1111,369084860,1,0,0,1,0,0,1
1112,8337462,1,0,0,1,0,0,1
1113,28461144,1,0,0,1,0,0,1
1114,30137079,1,0,0,1,0,0,1
1115,6356472,1,0,0,1,0,0,1
1116,17147539,1,0,0,1,0,0,1
1117,22566649,1,0,0,1,0,0,1
1118,81377724,1,0,0,1,0,0,1
1119,15172801,1,0,0,1,0,0,1
1120,1117765051,1,0,0,1,0,0,1
1121,53607285,1,0,0,1,0,0,1
1122,582173093,1,0,0,1,0,0,1
1123,15524002,1,0,0,1,0,0,1
1124,147556147,1,0,0,1,0,0,1
1125,444105096,1,0,0,1,0,0,1
1126,113063404,1,0,0,1,0,0,1
1127,117891096,1,0,0,1,0,0,1
1128,25155337,1,0,0,1,0,0,1
1129,15539695,1,0,0,1,0,0,1
1130,29481992,1,0,0,1,0,0,1
1131,37274279,1,0,0,1,0,0,1
1132,25912505,1,0,0,1,0,0,1
1133,22742042,1,0,0,1,0,0,1
1134,353063474,1,0,0,1,0,0,1
1135,427544885,1,0,0,1,0,0,1
1136,23582158,1,0,0,1,0,0,1
1137,27627797,1,0,0,1,0,0,1
1138,26241133,1,0,0,1,0,0,1
1139,118240432,1,0,0,1,0,0,1
1140,2322621372,1,0,0,1,0,0,1
1141,273137162,1,0,0,1,0,0,1
1142,2564163066,1,0,0,1,0,0,1
1143,27583198,1,0,0,1,0,0,1
1144,245912566,1,0,0,1,0,0,1
